Athlete ID,competition_scope,championship,season_note
AT_SO_KU_3856,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_KU_5164,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_KU_5177,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_KU_5179,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_KU_5940,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_K_3859,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_MA_2157,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_MU_3862,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_M_2180,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_PA_0959,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_PA_2174,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_PA_3861,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_PA_5162,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_PA_7443,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_PR_4206,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_P_2158,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_RA_2154,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_RA_3860,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_R_7442,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_SA_4137,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_SE_6822,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_SH_4207,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_SI_3857,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_SI_5165,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_SU_6816,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_TA_4208,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_TA_5943,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_VI_2177,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_VI_3848,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_XX_2160,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_XX_2164,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_XX_2167,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_XX_2168,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_XX_2170,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_XX_2172,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_XX_3851,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_XX_3854,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_XX_3858,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_XX_5166,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_XX_5174,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_XX_5181,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_XX_5944,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_XX_7441,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SO_YA_7444,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SP_NA_2181,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SR_C_5184,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SR_DO_6825,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SR_G_3865,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SR_KA_2186,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SR_KI_3863,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SR_KM_3866,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SR_LA_5189,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SR_MA_3868,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SR_M_3871,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SR_NA_2182,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SR_NA_2183,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SR_N_3870,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_SR_SI_3869,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SR_TR_5947,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_SR_VA_2184,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SR_VA_3864,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_SR_VI_2185,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SR_V_6824,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_SR_XX_6102,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_ST_JO_3872,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_ST_LA_7601,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_ST_MA_6103,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_ST_PA_5948,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_ST_SA_0258,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_ST_SH_2188,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_SU_AC_2254,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
